id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,Rood,Groen,Blauw,Geel,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
363,Introductie in fundamenteel en toegepast onderzoek.,,"actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken","actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken",15,Breda,101,NLQF5,"De student kan, al dan niet binnen een multidisciplinair team, een katalytisch proces identificeren, de (kwaliteits)parameters daarvan bepalen, een verbetervoorstel doen en op basis van experimentele data analyseren en verantwoorden wat het effect van de gevarieerde parameters zijn.
De student kan zijn functioneren binnen een professioneel team verantwoorden aan de hand van zijn prestaties binnen het team, input van de teamgenoten en de opdrachtgever om daarmee vervolgstappen te formuleren waarmee hij zich verder persoonlijk en professioneel kan ontwikkelen.",,,,,[],0.75,320,3,70,2025-09-04
364,Minor Biobased Technology & Business Development,"sustainability, technology development, marketing, finances, prototype/ proof of concept","Students learn how to further develop a circular and/or biobased product by looking at technology, sustainability, marketing and finance","Students learn how to further develop a circular and/or biobased product by looking at technology, sustainability, marketing and finance",30,Breda,101,NLQF6,The student draws up an online marketing campaign for a self-developed technically fully circular product based on a sustainable business model.,,,,,"['sustainability', 'technology', 'development', 'marketing', 'finances', 'prototype', 'proof', 'of', 'concept']",0.55,433,5,53,2025-11-18
365,Minor Procesautomatisering (Benno de Vries),"Ontwerpen, modelleren, instellen, ",Studenten leren vaardigheden dusdanig dat de studenten industriele automatisering vraagstukken kunnen oplossen of de juiste informatie kunnen inleveren  om deze vraagstukken op te lossen.,Studenten leren vaardigheden dusdanig dat de studenten industriele automatisering vraagstukken kunnen oplossen of de juiste informatie kunnen inleveren  om deze vraagstukken op te lossen.,30,Breda,101,NLQF6,"The student learns how to create a business plan for a client / com[any that wants to (further) develop a biobased and/or circular product. This involves critical thinking, (intercultural) communication and consultancy  ",,,,,"['ontwerpen', 'modelleren', 'instellen']",0.91,317,4,71,2025-09-06
366,Didactiek voor N&G en N&T,"didactiek, docentschap, natuur, techniek, gezondheid","Studenten maken kennis met het vak van docent, hierbij richten wij ons op het natuur, techniek en gezondheid. ","Studenten maken kennis met het vak van docent, hierbij richten wij ons op het natuur, techniek en gezondheid. ",15,Breda,101,NLQF6,"nog te bepalen, bv; student bereid een les of prakticum voor en geeft dit samen met de iegen docent op de middelbare school aan een klas, en reflecteert daarna op zijn rol als docent.",,,,,"['didactiek', 'docentschap', 'natuur', 'techniek', 'gezondheid']",0.39,153,3,76,2025-12-27
367,Proefdierkunde,,Om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de Dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de Wet op Dierproeven).,Om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de Dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de Wet op Dierproeven).,15,Breda,101,NLQF5,"De student levert, op basis van zelf opgestelde Life Cycle Assessments, een adviesrapport op, op basis waarvan een opdrachtgever in staat zou kunnen zijn om een weloverwogen besluit te kunnen maken. ",,,,,[],0.52,278,2,57,2025-12-22
368,Module Forensisch Onderzoek,"plaats delict, scenario denken, forensisch onderzoek, bewijskracht",Naar aanleiding van een mock up plaats delict doen studenten forensisch onderzoek,Naar aanleiding van een mock up plaats delict doen studenten forensisch onderzoek,15,Breda,101,NLQF5,nog te bepalen,,,,,"['plaats', 'delict', 'scenario', 'denken', 'forensisch', 'onderzoek', 'bewijskracht']",0.37,379,2,52,2025-12-03
369,"Multdisciplinair samenwerken in een beroepscontext in het creatief domein (meerdere varianten - 8 modules in verschillende combinaties van studies binnen ACI, volgens eenzelfde raamwerk) ","Activisme, collectivisme, sociaal politiek engagement, innovatie, creativiteit","In module 2.3 kunnen alle ACI studenten  
- Kennismaken met andere disciplines binnen ACI. 
- Multi- of interdisciplinair samenwerken met andere disciplines binnen ACI. 
- Een creatieve en innovatieve bijdrage leveren aan een maatschappelijk vraagstuk. 
- Ervaring opdoen in een zelf te kiezen beroeps-/werkcontext. 

Ofwel, elke ACI student kan voor module 2.3 een beroeps-/werkcontext kiezen van waaruit samen met studenten van andere ACI-disciplines wordt gewerkt aan het creëren van een bijdrage aan een maatschappelijk vraagstuk.  ","In module 2.3 kunnen alle ACI studenten  
- Kennismaken met andere disciplines binnen ACI. 
- Multi- of interdisciplinair samenwerken met andere disciplines binnen ACI. 
- Een creatieve en innovatieve bijdrage leveren aan een maatschappelijk vraagstuk. 
- Ervaring opdoen in een zelf te kiezen beroeps-/werkcontext. 

Ofwel, elke ACI student kan voor module 2.3 een beroeps-/werkcontext kiezen van waaruit samen met studenten van andere ACI-disciplines wordt gewerkt aan het creëren van een bijdrage aan een maatschappelijk vraagstuk.  ",15,Breda en Den Bosch,115,NLQF5,"1. Bijdragen aan de wereld van morgen
Je voelt de noodzaak en urgentie om in samenwerking met andere disciplines een creatieve bijdrage te leveren aan een maatschappelijk vraagstuk. 
Vanuit je eigen discipline en vanuit een specifieke beroepscontext draag je in samenwerking met andere disciplines bij (met perspectieven, methoden, activiteiten producten, diensten, etc) aan het creëren van een nieuw antwoord op een maatschappelijk vraagstuk.
Je onderzoekt perspectieven en ambities van belanghebbenden in dit maatschappelijk vraagstuk zoals burgers, ondernemers, ngo’s en overheden om deze in beweging te brengen.
Je maakt hierbij gebruik van je krachten als maker en de verschillende rollen die je daarbij in de verschillende fasen kunt vervullen. 
2.	Rol innemen in interdisciplinaire samenwerking 

Je gaat op zoek om je eigen rol en die van anderen in een interdisciplinair samenwerkingsverband te ontdekken, zodat je tot een complete en plezierige samenwerking komt. 
Je reflecteert op de waarde van je eigen rol en die van anderen, je signaleert hiaten in groepssamenstelling en -dynamiek en voert regie hierop door interventies voor te stellen.
Je benoemt sterkten en zwakten van het samenwerkingsproces en op basis van deze ervaringen kun je onderbouwde keuzes maken voor je eigen rol in toekomstige samenwerkingsverbanden. 
Hierbij maak je gebruik van een model dat cruciale competenties voor interdisciplinair samenwerken benoemt. Denk hierbij bijvoorbeeld aan kritisch denken, reflecteren, feedback geven en ontvangen, doorzettingsvermogen, perspectief wisselen, open mind, …… 
3.	Onderzoekend vermogen ontwikkelen 

Vanuit een gerichte interesse en een actief nieuwsgierige houding verdiep je je in een maatschappelijke vraagstuk met als doel om iets in beweging te zetten.  
Je onderzoekt op systematische en navolgbare wijze en met een passende mate van grondigheid maatschappelijke vraagstukken, voor het ontwikkelen / leveren van effectieve antwoorden. 
Je maakt daarbij gebruik van praktijkgegevens, verschillende perspectieven van belanghebbenden en bestaande kennis van praktijkgericht onderzoek zoals Centre of Expertise. 
Denk daarbij aan de kennis die al aanwezig is en welke ontbreekt, en hoe je deze laatste kunt achterhalen. 
",,,,,"['activisme', 'collectivisme', 'sociaal', 'politiek', 'engagement', 'innovatie', 'creativiteit']",0.9,133,3,43,2025-12-29
370,Sonic Narratives,"Sound design, opname, productie, postproductie, storytelling","""Sonic Narratives"" is gericht op skills om verhalen te vertellen door middel van geluid. Deze module biedt de mogelijkheid om de kracht en impact van geluid als medium te verkennen en te begrijpen. We leren je in deze module van opname tot postproductie het geluid vorm te geven door middel van verschillende technieken. Geluid kan emoties oproepen, de aandacht vasthouden en complexe concepten op een toegankelijke manier uitleggen. Door de focus die we op het medium van geluid hebben ben je in staat beeld (2D/3D) nog intenser te laten beleven. Je leert de eerste stappen te nemen om de toegevoegde waarde van geluid in te kunnen zetten. Na het volgen van deze module ben je in staat betere keuzes te maken in hoe je geluid inzet in je projecten (immersieve - installatie/ animatie / film en tentoonstelling). ","""Sonic Narratives"" is gericht op skills om verhalen te vertellen door middel van geluid. Deze module biedt de mogelijkheid om de kracht en impact van geluid als medium te verkennen en te begrijpen. We leren je in deze module van opname tot postproductie het geluid vorm te geven door middel van verschillende technieken. Geluid kan emoties oproepen, de aandacht vasthouden en complexe concepten op een toegankelijke manier uitleggen. Door de focus die we op het medium van geluid hebben ben je in staat beeld (2D/3D) nog intenser te laten beleven. Je leert de eerste stappen te nemen om de toegevoegde waarde van geluid in te kunnen zetten. Na het volgen van deze module ben je in staat betere keuzes te maken in hoe je geluid inzet in je projecten (immersieve - installatie/ animatie / film en tentoonstelling). ",15,Breda,116,NLQF5,Verdieping in skills in sounddesign,,,,,"['sound', 'design', 'opname', 'productie', 'postproductie', 'storytelling']",0.87,115,3,34,2025-12-11
371,Create and Exhibit,"Verdieping in positionering, tentoonstelling skills i.s.m. partners in Breda (Witte Rook, Grote Kerk, Stadsarchief, Chassé) waarbij in collectief samen thematiek en publiek bepaald wordt. ","In deze module nemen we een diepe duik in de wereld van tentoonstellen en leer je wat er allemaal bij komt kijken om tot een publieke tentoonstelling te komen. We nemen het hele proces van het maken van een tentoonstelling onder de loep. Met alle facetten gaan we experimenteren – van het cureren, organiseren tot het ontwerpen van de tentoonstelling. We werken in deze minor samen met een partner uit de stad (zoals de Grote Kerk, of het Stadsarchief). Als team werk je samen om een tentoonstelling te maken met het materiaal dat deze partner ter beschikking stelt, aangevuld met eigen werk dat aansluit op de inhoud. Je ontwikkelt de inhoudelijke uitgangspunten en de vormgeving, voert de regie over de organisatie en regelt de communicatie en pr.","In deze module nemen we een diepe duik in de wereld van tentoonstellen en leer je wat er allemaal bij komt kijken om tot een publieke tentoonstelling te komen. We nemen het hele proces van het maken van een tentoonstelling onder de loep. Met alle facetten gaan we experimenteren – van het cureren, organiseren tot het ontwerpen van de tentoonstelling. We werken in deze minor samen met een partner uit de stad (zoals de Grote Kerk, of het Stadsarchief). Als team werk je samen om een tentoonstelling te maken met het materiaal dat deze partner ter beschikking stelt, aangevuld met eigen werk dat aansluit op de inhoud. Je ontwikkelt de inhoudelijke uitgangspunten en de vormgeving, voert de regie over de organisatie en regelt de communicatie en pr.",15,Breda,117,NLQF5,"Je leert:
•	een tentoonstelling te cureren vanuit inhoudelijke uitgangspunten.
•	te overzien wat er nodig is om een tentoonstelling te organiseren.
•	samen te werken om tot de productie van een tentoonstelling te komen.
•	welke mogelijkheden er zijn voor communicatie en pr rondom tentoonstellingen.
•	hoe je een tentoonstelling kunt vormgeven.
•	te reflecteren op tentoonstellingen en dit in een maatschappelijke context te plaatsen.
•	publicaties te maken bij een tentoonstelling.",,,,,"['verdieping', 'in', 'positionering', 'tentoonstelling', 'skills', 'ism', 'partners', 'in', 'breda', 'witte', 'rook', 'grote', 'kerk', 'stadsarchief', 'chassé', 'waarbij', 'in', 'collectief', 'samen', 'thematiek', 'en', 'publiek', 'bepaald', 'wordt']",0.47,167,5,79,2025-10-21
372,"Innovation for sustainability 
(SDG in motion)","Sustainable Development Goals, Design for Sustainability, Corporate Social Responsibility, Good Health & Wellbeing, Regenerative Production and Consumption, Responsible Startups, Impact maken, bijdragen aan transities.","Tijdens Innovation for sustainability werk je op een hoog niveau van complexiteit en vrijheid aan een uitdaging te werken gerelateerd aan één van de zeventien Duurzame Ontwikkelingsdoelen (SDG's) van de Verenigde Naties. Je werkt samen met een team van 4/5 studenten in een SDG Hub voor verschillende opdrachgevers, georganiseerd rond verschillende thema's zoals Design for Sustainability, Corporate Social Responsibility, Good Health & Wellbeing, Regenerative Production and Consumption, Responsible Startups","Tijdens Innovation for sustainability werk je op een hoog niveau van complexiteit en vrijheid aan een uitdaging te werken gerelateerd aan één van de zeventien Duurzame Ontwikkelingsdoelen (SDG's) van de Verenigde Naties. Je werkt samen met een team van 4/5 studenten in een SDG Hub voor verschillende opdrachgevers, georganiseerd rond verschillende thema's zoals Design for Sustainability, Corporate Social Responsibility, Good Health & Wellbeing, Regenerative Production and Consumption, Responsible Startups",15,Den Bosch,118,NLQF6,"Herformuleren: kan zelfstandig een onderbouwde voorlopige innovatie-opdracht opstellen, zodanig dat het startpunt van de opdracht definieert en een beeld kan schetsen van de innovatieroute en met verstand van zaken grondig het probleem kan onderzoeken
kan zelfstandig het echte probleem achterhalen en een onderbouwde, definitieve innovatie-opdracht opstellen, zodanig dat hiermee ideeën voor ruwe concepten kunnen worden gegenereerd
kan zelfstandig een nieuw levensvatbaar innovatieontwerp ontwikkelen, zodanig dat dit meervoudige waarde toevoegt en wordt voldaan aan de innovatieopdracht
kan zelfstandig een realisatiestrategie ontwikkelen, zodanig dat aannemelijk wordt dat gebruikers het concept gaan gebruiken
kan een innovatieproces leiden en bijsturen zodanig dat de opdracht efficiënt wordt aangepakt en leidt tot een gedragen resultaat. Achteraf kan hij inzicht geven in hoe leiding is gegeven, waarbij de student zijn functioneren kan wegen en aan kan geven wat zijn sterke en ontwikkelpunten zijn  als beginnend business innovator.",,,,,"['sustainable', 'development', 'goals', 'design', 'for', 'sustainability', 'corporate', 'social', 'responsibility', 'good', 'health', 'wellbeing', 'regenerative', 'production', 'and', 'consumption', 'responsible', 'startups', 'impact', 'maken', 'bijdragen', 'aan', 'transities']",0.73,156,5,49,2025-11-01
373,Writing for Confidence,"creative writing, storytelling skills, genres, hybrid forms, visual art","The Story You Want to Tell- Writing for Confidence

How does one distill the ideas that lurk in the back (or front) of their minds into WORK. Work of resonance, work that one can say…Yes this is the story I want to tell. For many emerging makers the struggle to find one’s voice, to hear themselves as authentic, clear and resonant with the scope of their passions, starts with a basic lack of confidence in what you want to tell, how you want to tell it and how you can share it. Within “The Story You want to Tell” we work with young creatives who are seeking a route to a confidence, using writing as a catalyst and grounding force that they can lean on throughout their careers. We focus on helping students feel confident with a practice driven course, where they see the meters they are making and return to their core studies with a better idea of who they are, what they are here to tell, and maybe even how.
This is a lab, with exposure to new mediums, new forms of writing and making, with language and communication (textual and visual) at the center.","The Story You Want to Tell- Writing for Confidence

How does one distill the ideas that lurk in the back (or front) of their minds into WORK. Work of resonance, work that one can say…Yes this is the story I want to tell. For many emerging makers the struggle to find one’s voice, to hear themselves as authentic, clear and resonant with the scope of their passions, starts with a basic lack of confidence in what you want to tell, how you want to tell it and how you can share it. Within “The Story You want to Tell” we work with young creatives who are seeking a route to a confidence, using writing as a catalyst and grounding force that they can lean on throughout their careers. We focus on helping students feel confident with a practice driven course, where they see the meters they are making and return to their core studies with a better idea of who they are, what they are here to tell, and maybe even how.
This is a lab, with exposure to new mediums, new forms of writing and making, with language and communication (textual and visual) at the center.",15,Breda,116,NLQF5,Nog te formuleren,,,,,"['creative', 'writing', 'storytelling', 'skills', 'genres', 'hybrid', 'forms', 'visual', 'art']",0.83,154,2,74,2025-10-27
374,Inclusief samenwerken zonder verliezers,"Corporate antropologie, Omgevingscommunicatie, Deep Democracy, Organisatiecultuur,  Verandering, Communicatie, Verbinding, Polarisatie, Leiderschap","Bij alle grote (en vaak ook kleine) vraagstukken hebben we andere partijen nodig om ze aan te pakken. Tegelijkertijd is niemand opgeleid tot ‘samenwerker’: we doen het er vaak bij en doen veel op gevoel, intuïtie en ervaring. Hoe beweeg je je in een organisatie? Hoe moet je samenwerken in en met een team? Wat zijn nu dé patronen in samenwerkingsverbanden? En hoe kan je daar vanuit jouw rol bewust aan werken? 
Verbinding maken door de verschillen heen. Leer hoe mensen de cultuur vormen en de cultuur de mensen vormt. Daag jezelf uit om anders te kijken naar mensen en teams. 
Op basis van de Deep Democracy-methode zorg je dat de wijsheid van de hele groep wordt benut. Je brengt de onderstroom (de gezamenlijke wijsheid) naar boven om het potentieel van ieder individu te benutten en het groepsgevoel te vergroten. Werkelijk luisteren en ruimte geven aan de ‘minderheid’ hoort daarbij. Je kunt alleen een team bouwen op basis van interactie en dialoog! Geen vergaderingen, hoorzittingen of bijeenkomsten maar ontmoetingen waarin je met elkaar de juiste perspectieven deelt, en samen besluiten neemt. ","Bij alle grote (en vaak ook kleine) vraagstukken hebben we andere partijen nodig om ze aan te pakken. Tegelijkertijd is niemand opgeleid tot ‘samenwerker’: we doen het er vaak bij en doen veel op gevoel, intuïtie en ervaring. Hoe beweeg je je in een organisatie? Hoe moet je samenwerken in en met een team? Wat zijn nu dé patronen in samenwerkingsverbanden? En hoe kan je daar vanuit jouw rol bewust aan werken? 
Verbinding maken door de verschillen heen. Leer hoe mensen de cultuur vormen en de cultuur de mensen vormt. Daag jezelf uit om anders te kijken naar mensen en teams. 
Op basis van de Deep Democracy-methode zorg je dat de wijsheid van de hele groep wordt benut. Je brengt de onderstroom (de gezamenlijke wijsheid) naar boven om het potentieel van ieder individu te benutten en het groepsgevoel te vergroten. Werkelijk luisteren en ruimte geven aan de ‘minderheid’ hoort daarbij. Je kunt alleen een team bouwen op basis van interactie en dialoog! Geen vergaderingen, hoorzittingen of bijeenkomsten maar ontmoetingen waarin je met elkaar de juiste perspectieven deelt, en samen besluiten neemt. ",15,Breda,119,NLQF6,"Patronen in samenwerkingsverbanden: deze herkennen en expliciet maken en de vinger kunnen leggen op de essentie van die patronen
Reflectie op je eigen rol als procesbegeleider of teamlid: je eigen ‘kleur’ vinden en waarderen, de kwetsbaarheden van je voorkeursstijl kennen
Condities creëren om te interveniëren: hoe kies ik een interventie, wat zijn de condities waaronder een interventie kansrijk is, wanneer kan ik beter wat anders doen, of zelfs niets doen? Hoe betrek ik anderen bij mijn interventie?
Omgaan met groepsdynamiek, conflicten of dieperliggende verschillen van inzicht.",,,,,"['corporate', 'antropologie', 'omgevingscommunicatie', 'deep', 'democracy', 'organisatiecultuur', 'verandering', 'communicatie', 'verbinding', 'polarisatie', 'leiderschap']",0.66,129,4,61,2025-11-05
375,Animatie / Storytelling,,Verdieping animatie / storytelling ,Verdieping animatie / storytelling ,15,Breda en Den Bosch,120,NLQF5,Nog te formuleren,,,,,[],0.64,328,2,70,2025-11-18
376,The Creative Agency,"Maatschappelijk betrokken
Creatief
Branding
Campagne
Advertising
Ideel
Gedragsverandering
Media
","""The Creative Agency"" is een module waarin je gaat werken aan campagnes die de wereld beter maken. Je maakt kennis met branding, advertising, marketing en communicatie. In deze module ontdek je hoe je als creatief bureau succesvolle campagnes kunt ontwikkelen en een belangrijke boodschap in de maatschappij te zetten.

Je werkt in een multidisciplinair creatief team als Agency en werkt aan verschillende projecten tegelijk. De projecten richten zich op gedragsverandering. Hoe krijg je dat voor elkaar, hoe maak je impact? Hoe combineer je woord, beeld, interactiviteit, strategie en vernieuwing zo dat een boodschap écht overkomt? Je wordt uitgedaagd om de essentiële principes en strategieën van branding te combineren met jullie eigen creativiteit en inzicht om zo te komen tot resultaat met impact. ","""The Creative Agency"" is een module waarin je gaat werken aan campagnes die de wereld beter maken. Je maakt kennis met branding, advertising, marketing en communicatie. In deze module ontdek je hoe je als creatief bureau succesvolle campagnes kunt ontwikkelen en een belangrijke boodschap in de maatschappij te zetten.

Je werkt in een multidisciplinair creatief team als Agency en werkt aan verschillende projecten tegelijk. De projecten richten zich op gedragsverandering. Hoe krijg je dat voor elkaar, hoe maak je impact? Hoe combineer je woord, beeld, interactiviteit, strategie en vernieuwing zo dat een boodschap écht overkomt? Je wordt uitgedaagd om de essentiële principes en strategieën van branding te combineren met jullie eigen creativiteit en inzicht om zo te komen tot resultaat met impact. ",30,Breda en Den Bosch,121,NLQF6,Nog te formuleren,,,,,"['maatschappelijk', 'betrokken', 'creatief', 'branding', 'campagne', 'advertising', 'ideel', 'gedragsverandering', 'media']",0.46,284,4,36,2025-11-14
377,Art & Activisme,"persoonlijk activisme, kritische reflectie, zoektocht naar de vorm, radiacale nuance, onthaasting, laboratorium, verfijnen , tegengeluid","Persoonlijk Activisme richt zich speciaal op die student die kritisch naar de wereld kijkt en het verlangen heeft om het kunstenaarschap in te zetten om bij te dragen aan relevante veranderingen. Hoe verhouden de kunst, de wereld en het persoonlijke activisme zich tot elkaar? En hoe kan je als jonge kunstenaar bijdragen aan een betekenisvolle verandering? 
Als student neem je naast het aanbod vooral ook tijd voor het zelfstandig zoeken naar nuances in beeld, materiaal en vorm. Dit kan zowel individueel als collectief.
Omdat persoonlijk engagement bij deze studenten juist het gegeven is (oftewel het uitgangspunt), ligt het accent van deze module op de zoektocht naar de vorm. 
De student werkt in verschillende vakken in verschillende vormen (podium, autonome kunst, video, fotografie enzovoort). Daarin probeert de student steeds dezelfde inhoud in andere vormen uit te werken en deze te verfijnen. De zoektocht naar radicale nuance van het persoonlijke engagement krijgt uiteindelijk vorm door verfijning in beeld met als wens/doel dat persoonlijk activisme anderen kan activeren. 
Op basis van ingrediënten als humor, tegengeluid en verwarring worden vormen gezocht en ontwikkeld waarin de radicale nuance zich publiekelijk kan manifesteren. De activistische benadering vraagt van alle deelnemende studenten dat de verschillende vormen van radicale nuance ook daadwerkelijk worden gedeeld in de juiste context.

Vanuit de academische hoek zal aandacht besteed worden aan het belang van verbeelding met betrekking tot activisme. 
","Persoonlijk Activisme richt zich speciaal op die student die kritisch naar de wereld kijkt en het verlangen heeft om het kunstenaarschap in te zetten om bij te dragen aan relevante veranderingen. Hoe verhouden de kunst, de wereld en het persoonlijke activisme zich tot elkaar? En hoe kan je als jonge kunstenaar bijdragen aan een betekenisvolle verandering? 
Als student neem je naast het aanbod vooral ook tijd voor het zelfstandig zoeken naar nuances in beeld, materiaal en vorm. Dit kan zowel individueel als collectief.
Omdat persoonlijk engagement bij deze studenten juist het gegeven is (oftewel het uitgangspunt), ligt het accent van deze module op de zoektocht naar de vorm. 
De student werkt in verschillende vakken in verschillende vormen (podium, autonome kunst, video, fotografie enzovoort). Daarin probeert de student steeds dezelfde inhoud in andere vormen uit te werken en deze te verfijnen. De zoektocht naar radicale nuance van het persoonlijke engagement krijgt uiteindelijk vorm door verfijning in beeld met als wens/doel dat persoonlijk activisme anderen kan activeren. 
Op basis van ingrediënten als humor, tegengeluid en verwarring worden vormen gezocht en ontwikkeld waarin de radicale nuance zich publiekelijk kan manifesteren. De activistische benadering vraagt van alle deelnemende studenten dat de verschillende vormen van radicale nuance ook daadwerkelijk worden gedeeld in de juiste context.

Vanuit de academische hoek zal aandacht besteed worden aan het belang van verbeelding met betrekking tot activisme. 
",15,Den Bosch,117,NLQF5,je leert je eigen vorm vinden om je eigen stem en je wereldbeschouwing aan de wereld te presenteren,,,,,"['persoonlijk', 'activisme', 'kritische', 'reflectie', 'zoektocht', 'naar', 'de', 'vorm', 'radiacale', 'nuance', 'onthaasting', 'laboratorium', 'verfijnen', 'tegengeluid']",0.36,101,4,24,2025-09-08
378,Innovatie door Service Design,"samen leren met proffesionals uit de wereld van service design, externe validatie, design thinking, servie design, zorg innovatie","In deze unieke leergang werken studenten en werknemers uit de zorg samen onder begeleidng van docenten en expert uit de zorg en uit servicedesign aan vraagstukken in de zorg. Tijd is gelijkelijk verdeeld tussen theorie en veldwerk. De samenwerking met de Design academie garandeert een extren diploma en state of the art onderwijs. Wil je meer verdieping? In deel 2 ( 2e semester is er ruimte voor verdieping waarin de kennis en vaardigheden uit deel 1 verder verdiept en toepast. Met jouw opdrachtgever start je je eigen innovatie traject en wordt je vanuit de leergang gecoached en volg je verdiepende workhops, colleges en intercollegiale intervisies.","In deze unieke leergang werken studenten en werknemers uit de zorg samen onder begeleidng van docenten en expert uit de zorg en uit servicedesign aan vraagstukken in de zorg. Tijd is gelijkelijk verdeeld tussen theorie en veldwerk. De samenwerking met de Design academie garandeert een extren diploma en state of the art onderwijs. Wil je meer verdieping? In deel 2 ( 2e semester is er ruimte voor verdieping waarin de kennis en vaardigheden uit deel 1 verder verdiept en toepast. Met jouw opdrachtgever start je je eigen innovatie traject en wordt je vanuit de leergang gecoached en volg je verdiepende workhops, colleges en intercollegiale intervisies.",30,Breda en Den Bosch,122,NLQF6,je leert sytemen in de zorg te herontwerpen waardoor ze duurzamer worden,,,,,"['samen', 'leren', 'met', 'proffesionals', 'uit', 'de', 'wereld', 'van', 'service', 'design', 'externe', 'validatie', 'design', 'thinking', 'servie', 'design', 'zorg', 'innovatie']",0.88,67,5,48,2025-09-26
379,Creative AI,"AI, creatieve sector, makerschap, originaliteit, ethiek, performatieviteit","Gezamenlijk onderzoek naar creatieve, artistieke en performatieve mogelijkheden en impact van AI op de praktijk van de kunstenaar en ontwerper. De (generatieve) AI evolueert razendsnel en heeft een enorme (en nog onbekende) invloed op de beroepen binnen de creatieve sector. In co-creatie met Finse docenten en studenten gaan we samen dit gebied verkennen, kennis opbouwen en visie ontwikkelen. We doen samen interdisciplinair onderzoek naar hoe kunstenaars en ontwerpers AI kunnen gebruiken in hun creatieve en artistieke proces. We benaderen de mogelijke waarde van AI vanuit verschillende perspectieven: technologisch, performatief, fysiek, virtueel en ethisch, filosofisch en economisch. We ontwikkelen en delen kennis en wisselen best practices uit. ","Gezamenlijk onderzoek naar creatieve, artistieke en performatieve mogelijkheden en impact van AI op de praktijk van de kunstenaar en ontwerper. De (generatieve) AI evolueert razendsnel en heeft een enorme (en nog onbekende) invloed op de beroepen binnen de creatieve sector. In co-creatie met Finse docenten en studenten gaan we samen dit gebied verkennen, kennis opbouwen en visie ontwikkelen. We doen samen interdisciplinair onderzoek naar hoe kunstenaars en ontwerpers AI kunnen gebruiken in hun creatieve en artistieke proces. We benaderen de mogelijke waarde van AI vanuit verschillende perspectieven: technologisch, performatief, fysiek, virtueel en ethisch, filosofisch en economisch. We ontwikkelen en delen kennis en wisselen best practices uit. ",30,Breda en Den Bosch,116,NLQF6," Analyseren en interpreteren van de rol en impact van AI op de creatieve industrie en hoe dit de positie van de maker beïnvloedt. 
 Ontwikkelen en toepassen van strategieën om AI te integreren in het eigen creatieve proces, rekening houdend met ethische, sociale en culturele overwegingen. 
Evalueren van bestaande AI-gestuurde projecten in de creatieve industrie en reflecteren op hun succes, uitdagingen en implicaties voor makers. 
Ontwerpen, implementeren en presenteren van een eigen AI-gestuurd project dat aantoont hoe AI de positie van de maker in de creatieve industrie kan versterken. ",,,,,"['ai', 'creatieve', 'sector', 'makerschap', 'originaliteit', 'ethiek', 'performatieviteit']",0.89,448,1,23,2025-10-21
380,Game Changers,"serious gaming, impact maken, nieuwe technologien, state of the art, aandacht voor ethiek en maatschappij, gamepipeline","De Impact incubator biedt creative makers, techneuten en ondernemers een plek om impact te maken, samen te werken en sociaal te ondernemen. Dit doen we door serious games te ontwikkelen voor maatschappelijke doeleinden. Het richt zich in bijzonder op studenten en afgestudeerden van Avans , Buas en Curio. De impact incubator onderscheidt zich door in projectverband sociale en ecologische innovaties te realiseren in een quadruple helix samenwerking met gemeente, bedrijven, instellingen en bewoners","De Impact incubator biedt creative makers, techneuten en ondernemers een plek om impact te maken, samen te werken en sociaal te ondernemen. Dit doen we door serious games te ontwikkelen voor maatschappelijke doeleinden. Het richt zich in bijzonder op studenten en afgestudeerden van Avans , Buas en Curio. De impact incubator onderscheidt zich door in projectverband sociale en ecologische innovaties te realiseren in een quadruple helix samenwerking met gemeente, bedrijven, instellingen en bewoners",30,Breda,123,NLQF6,"je leert de wereld van serious gaming kennen terwijl je werkt in een echte game pipeline samen et de leden van jouw guild( onderdeel pipeline) je leert toepassen binnen de begrenzing van data en performance, je leert in een pipeline samenwerken aan een eindresultaat terwijl je werkt aan authentieke opdrachten",,,,,"['serious', 'gaming', 'impact', 'maken', 'nieuwe', 'technologien', 'state', 'of', 'the', 'art', 'aandacht', 'voor', 'ethiek', 'en', 'maatschappij', 'gamepipeline']",0.71,355,1,29,2025-10-15
