id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date,combined_text
372,innova sustai sdg motion,sustai develo goal design sustai corpor social respon good health wellbe regene produc consum respon startu impact maken bijdra transi,"tijdens innovation for sustainability werk je op een hoog niveau van complexiteit en vrijheid aan een uitdaging te werken gerelateerd aan één van de zeventien duurzame ontwikkelingsdoelen (sdg's) van de verenigde naties. je werkt samen met een team van 4/5 studenten in een sdg hub voor verschillende opdrachgevers, georganiseerd rond verschillende thema's zoals design for sustainability, corporate social responsibility, good health & wellbeing, regenerative production and consumption, responsible startups","tijdens innovation for sustainability werk je op een hoog niveau van complexiteit en vrijheid aan een uitdaging te werken gerelateerd aan één van de zeventien duurzame ontwikkelingsdoelen (sdg's) van de verenigde naties. je werkt samen met een team van 4/5 studenten in een sdg hub voor verschillende opdrachgevers, georganiseerd rond verschillende thema's zoals design for sustainability, corporate social responsibility, good health & wellbeing, regenerative production and consumption, responsible startups",15,bosch,118,nlqf6,"herformuleren: kan zelfstandig een onderbouwde voorlopige innovatie-opdracht opstellen, zodanig dat het startpunt van de opdracht definieert en een beeld kan schetsen van de innovatieroute en met verstand van zaken grondig het probleem kan onderzoeken
kan zelfstandig het echte probleem achterhalen en een onderbouwde, definitieve innovatie-opdracht opstellen, zodanig dat hiermee ideeën voor ruwe concepten kunnen worden gegenereerd
kan zelfstandig een nieuw levensvatbaar innovatieontwerp ontwikkelen, zodanig dat dit meervoudige waarde toevoegt en wordt voldaan aan de innovatieopdracht
kan zelfstandig een realisatiestrategie ontwikkelen, zodanig dat aannemelijk wordt dat gebruikers het concept gaan gebruiken
kan een innovatieproces leiden en bijsturen zodanig dat de opdracht efficiënt wordt aangepakt en leidt tot een gedragen resultaat. achteraf kan hij inzicht geven in hoe leiding is gegeven, waarbij de student zijn functioneren kan wegen en aan kan geven wat zijn sterke en ontwikkelpunten zijn  als beginnend business innovator.",sustai develo goal design sustai corpor social respon good health wellbe regene produc consum respon startu impact maken bijdra transi,0.73,156,5,49,2025-11-01,innova sustai sdg motion sustai develo goal design sustai corpor social respon good health wellbe regene produc consum respon startu impact maken bijdra transi sustai develo goal design sustai corpor social respon good health wellbe regene produc consum respon startu impact maken bijdra transi bosch
373,write confid,creati writin storyt skill genre hybrid form visual art,"the story you want to tell- writing for confidence

how does one distill the ideas that lurk in the back (or front) of their minds into work. work of resonance, work that one can say…yes this is the story i want to tell. for many emerging makers the struggle to find one’s voice, to hear themselves as authentic, clear and resonant with the scope of their passions, starts with a basic lack of confidence in what you want to tell, how you want to tell it and how you can share it. within “the story you want to tell” we work with young creatives who are seeking a route to a confidence, using writing as a catalyst and grounding force that they can lean on throughout their careers. we focus on helping students feel confident with a practice driven course, where they see the meters they are making and return to their core studies with a better idea of who they are, what they are here to tell, and maybe even how.
this is a lab, with exposure to new mediums, new forms of writing and making, with language and communication (textual and visual) at the center.","the story you want to tell- writing for confidence

how does one distill the ideas that lurk in the back (or front) of their minds into work. work of resonance, work that one can say…yes this is the story i want to tell. for many emerging makers the struggle to find one’s voice, to hear themselves as authentic, clear and resonant with the scope of their passions, starts with a basic lack of confidence in what you want to tell, how you want to tell it and how you can share it. within “the story you want to tell” we work with young creatives who are seeking a route to a confidence, using writing as a catalyst and grounding force that they can lean on throughout their careers. we focus on helping students feel confident with a practice driven course, where they see the meters they are making and return to their core studies with a better idea of who they are, what they are here to tell, and maybe even how.
this is a lab, with exposure to new mediums, new forms of writing and making, with language and communication (textual and visual) at the center.",15,breda,116,nlqf5,ntb,creati writin storyt skill genre hybrid form visual art,0.83,154,2,74,2025-10-27,write confid creati writin storyt skill genre hybrid form visual art creati writin storyt skill genre hybrid form visual art breda
374,inclus samenw verlie,corpor antrop omgevi deep democr organi verand commun verbin polari leider,"bij alle grote (en vaak ook kleine) vraagstukken hebben we andere partijen nodig om ze aan te pakken. tegelijkertijd is niemand opgeleid tot ‘samenwerker’: we doen het er vaak bij en doen veel op gevoel, intuïtie en ervaring. hoe beweeg je je in een organisatie? hoe moet je samenwerken in en met een team? wat zijn nu dé patronen in samenwerkingsverbanden? en hoe kan je daar vanuit jouw rol bewust aan werken? 
verbinding maken door de verschillen heen. leer hoe mensen de cultuur vormen en de cultuur de mensen vormt. daag jezelf uit om anders te kijken naar mensen en teams. 
op basis van de deep democracy-methode zorg je dat de wijsheid van de hele groep wordt benut. je brengt de onderstroom (de gezamenlijke wijsheid) naar boven om het potentieel van ieder individu te benutten en het groepsgevoel te vergroten. werkelijk luisteren en ruimte geven aan de ‘minderheid’ hoort daarbij. je kunt alleen een team bouwen op basis van interactie en dialoog! geen vergaderingen, hoorzittingen of bijeenkomsten maar ontmoetingen waarin je met elkaar de juiste perspectieven deelt, en samen besluiten neemt.","bij alle grote (en vaak ook kleine) vraagstukken hebben we andere partijen nodig om ze aan te pakken. tegelijkertijd is niemand opgeleid tot ‘samenwerker’: we doen het er vaak bij en doen veel op gevoel, intuïtie en ervaring. hoe beweeg je je in een organisatie? hoe moet je samenwerken in en met een team? wat zijn nu dé patronen in samenwerkingsverbanden? en hoe kan je daar vanuit jouw rol bewust aan werken? 
verbinding maken door de verschillen heen. leer hoe mensen de cultuur vormen en de cultuur de mensen vormt. daag jezelf uit om anders te kijken naar mensen en teams. 
op basis van de deep democracy-methode zorg je dat de wijsheid van de hele groep wordt benut. je brengt de onderstroom (de gezamenlijke wijsheid) naar boven om het potentieel van ieder individu te benutten en het groepsgevoel te vergroten. werkelijk luisteren en ruimte geven aan de ‘minderheid’ hoort daarbij. je kunt alleen een team bouwen op basis van interactie en dialoog! geen vergaderingen, hoorzittingen of bijeenkomsten maar ontmoetingen waarin je met elkaar de juiste perspectieven deelt, en samen besluiten neemt.",15,breda,119,nlqf6,"patronen in samenwerkingsverbanden: deze herkennen en expliciet maken en de vinger kunnen leggen op de essentie van die patronen
reflectie op je eigen rol als procesbegeleider of teamlid: je eigen ‘kleur’ vinden en waarderen, de kwetsbaarheden van je voorkeursstijl kennen
condities creëren om te interveniëren: hoe kies ik een interventie, wat zijn de condities waaronder een interventie kansrijk is, wanneer kan ik beter wat anders doen, of zelfs niets doen? hoe betrek ik anderen bij mijn interventie?
omgaan met groepsdynamiek, conflicten of dieperliggende verschillen van inzicht.",corpor antrop omgevi deep democr organi verand commun verbin polari leider,0.66,129,4,61,2025-11-05,inclus samenw verlie corpor antrop omgevi deep democr organi verand commun verbin polari leider corpor antrop omgevi deep democr organi verand commun verbin polari leider breda
375,animat storyt,verdie animat storyt,verdieping animatie / storytelling,verdieping animatie / storytelling,15,breda bosch,120,nlqf5,ntb,,0.64,328,2,70,2025-11-18,animat storyt verdie animat storyt  breda bosch
376,creati agency,maatsc betrek creati brandi campag advert ideel gedrag medium,"""the creative agency"" is een module waarin je gaat werken aan campagnes die de wereld beter maken. je maakt kennis met branding, advertising, marketing en communicatie. in deze module ontdek je hoe je als creatief bureau succesvolle campagnes kunt ontwikkelen en een belangrijke boodschap in de maatschappij te zetten.

je werkt in een multidisciplinair creatief team als agency en werkt aan verschillende projecten tegelijk. de projecten richten zich op gedragsverandering. hoe krijg je dat voor elkaar, hoe maak je impact? hoe combineer je woord, beeld, interactiviteit, strategie en vernieuwing zo dat een boodschap écht overkomt? je wordt uitgedaagd om de essentiële principes en strategieën van branding te combineren met jullie eigen creativiteit en inzicht om zo te komen tot resultaat met impact.","""the creative agency"" is een module waarin je gaat werken aan campagnes die de wereld beter maken. je maakt kennis met branding, advertising, marketing en communicatie. in deze module ontdek je hoe je als creatief bureau succesvolle campagnes kunt ontwikkelen en een belangrijke boodschap in de maatschappij te zetten.

je werkt in een multidisciplinair creatief team als agency en werkt aan verschillende projecten tegelijk. de projecten richten zich op gedragsverandering. hoe krijg je dat voor elkaar, hoe maak je impact? hoe combineer je woord, beeld, interactiviteit, strategie en vernieuwing zo dat een boodschap écht overkomt? je wordt uitgedaagd om de essentiële principes en strategieën van branding te combineren met jullie eigen creativiteit en inzicht om zo te komen tot resultaat met impact.",30,breda bosch,121,nlqf6,ntb,maatsc betrek creati brandi campag advert ideel gedrag medium,0.46,284,4,36,2025-11-14,creati agency maatsc betrek creati brandi campag advert ideel gedrag medium maatsc betrek creati brandi campag advert ideel gedrag medium breda bosch
377,art activi,persoo activi kritis reflec zoekto vorm radiac nuance onthaa labora verfij tegeng,"persoonlijk activisme richt zich speciaal op die student die kritisch naar de wereld kijkt en het verlangen heeft om het kunstenaarschap in te zetten om bij te dragen aan relevante veranderingen. hoe verhouden de kunst, de wereld en het persoonlijke activisme zich tot elkaar? en hoe kan je als jonge kunstenaar bijdragen aan een betekenisvolle verandering? 
als student neem je naast het aanbod vooral ook tijd voor het zelfstandig zoeken naar nuances in beeld, materiaal en vorm. dit kan zowel individueel als collectief.
omdat persoonlijk engagement bij deze studenten juist het gegeven is (oftewel het uitgangspunt), ligt het accent van deze module op de zoektocht naar de vorm. 
de student werkt in verschillende vakken in verschillende vormen (podium, autonome kunst, video, fotografie enzovoort). daarin probeert de student steeds dezelfde inhoud in andere vormen uit te werken en deze te verfijnen. de zoektocht naar radicale nuance van het persoonlijke engagement krijgt uiteindelijk vorm door verfijning in beeld met als wens/doel dat persoonlijk activisme anderen kan activeren. 
op basis van ingrediënten als humor, tegengeluid en verwarring worden vormen gezocht en ontwikkeld waarin de radicale nuance zich publiekelijk kan manifesteren. de activistische benadering vraagt van alle deelnemende studenten dat de verschillende vormen van radicale nuance ook daadwerkelijk worden gedeeld in de juiste context.

vanuit de academische hoek zal aandacht besteed worden aan het belang van verbeelding met betrekking tot activisme.","persoonlijk activisme richt zich speciaal op die student die kritisch naar de wereld kijkt en het verlangen heeft om het kunstenaarschap in te zetten om bij te dragen aan relevante veranderingen. hoe verhouden de kunst, de wereld en het persoonlijke activisme zich tot elkaar? en hoe kan je als jonge kunstenaar bijdragen aan een betekenisvolle verandering? 
als student neem je naast het aanbod vooral ook tijd voor het zelfstandig zoeken naar nuances in beeld, materiaal en vorm. dit kan zowel individueel als collectief.
omdat persoonlijk engagement bij deze studenten juist het gegeven is (oftewel het uitgangspunt), ligt het accent van deze module op de zoektocht naar de vorm. 
de student werkt in verschillende vakken in verschillende vormen (podium, autonome kunst, video, fotografie enzovoort). daarin probeert de student steeds dezelfde inhoud in andere vormen uit te werken en deze te verfijnen. de zoektocht naar radicale nuance van het persoonlijke engagement krijgt uiteindelijk vorm door verfijning in beeld met als wens/doel dat persoonlijk activisme anderen kan activeren. 
op basis van ingrediënten als humor, tegengeluid en verwarring worden vormen gezocht en ontwikkeld waarin de radicale nuance zich publiekelijk kan manifesteren. de activistische benadering vraagt van alle deelnemende studenten dat de verschillende vormen van radicale nuance ook daadwerkelijk worden gedeeld in de juiste context.

vanuit de academische hoek zal aandacht besteed worden aan het belang van verbeelding met betrekking tot activisme.",15,bosch,117,nlqf5,je leert je eigen vorm vinden om je eigen stem en je wereldbeschouwing aan de wereld te presenteren,persoo activi kritis reflec zoekto vorm radiac nuance onthaa labora verfij tegeng,0.36,101,4,24,2025-09-08,art activi persoo activi kritis reflec zoekto vorm radiac nuance onthaa labora verfij tegeng persoo activi kritis reflec zoekto vorm radiac nuance onthaa labora verfij tegeng bosch
378,innova servic design,samen leren proffe wereld servic design extern valida design thinki servie design zorg innova,"in deze unieke leergang werken studenten en werknemers uit de zorg samen onder begeleidng van docenten en expert uit de zorg en uit servicedesign aan vraagstukken in de zorg. tijd is gelijkelijk verdeeld tussen theorie en veldwerk. de samenwerking met de design academie garandeert een extren diploma en state of the art onderwijs. wil je meer verdieping? in deel 2 ( 2e semester is er ruimte voor verdieping waarin de kennis en vaardigheden uit deel 1 verder verdiept en toepast. met jouw opdrachtgever start je je eigen innovatie traject en wordt je vanuit de leergang gecoached en volg je verdiepende workhops, colleges en intercollegiale intervisies.","in deze unieke leergang werken studenten en werknemers uit de zorg samen onder begeleidng van docenten en expert uit de zorg en uit servicedesign aan vraagstukken in de zorg. tijd is gelijkelijk verdeeld tussen theorie en veldwerk. de samenwerking met de design academie garandeert een extren diploma en state of the art onderwijs. wil je meer verdieping? in deel 2 ( 2e semester is er ruimte voor verdieping waarin de kennis en vaardigheden uit deel 1 verder verdiept en toepast. met jouw opdrachtgever start je je eigen innovatie traject en wordt je vanuit de leergang gecoached en volg je verdiepende workhops, colleges en intercollegiale intervisies.",30,breda bosch,122,nlqf6,je leert sytemen in de zorg te herontwerpen waardoor ze duurzamer worden,samen leren proffe wereld servic design extern valida design thinki servie design zorg innova,0.88,67,5,48,2025-09-26,innova servic design samen leren proffe wereld servic design extern valida design thinki servie design zorg innova samen leren proffe wereld servic design extern valida design thinki servie design zorg innova breda bosch
379,creati ai,ai creati sector makers origin ethiek perfor,"gezamenlijk onderzoek naar creatieve, artistieke en performatieve mogelijkheden en impact van ai op de praktijk van de kunstenaar en ontwerper. de (generatieve) ai evolueert razendsnel en heeft een enorme (en nog onbekende) invloed op de beroepen binnen de creatieve sector. in co-creatie met finse docenten en studenten gaan we samen dit gebied verkennen, kennis opbouwen en visie ontwikkelen. we doen samen interdisciplinair onderzoek naar hoe kunstenaars en ontwerpers ai kunnen gebruiken in hun creatieve en artistieke proces. we benaderen de mogelijke waarde van ai vanuit verschillende perspectieven: technologisch, performatief, fysiek, virtueel en ethisch, filosofisch en economisch. we ontwikkelen en delen kennis en wisselen best practices uit.","gezamenlijk onderzoek naar creatieve, artistieke en performatieve mogelijkheden en impact van ai op de praktijk van de kunstenaar en ontwerper. de (generatieve) ai evolueert razendsnel en heeft een enorme (en nog onbekende) invloed op de beroepen binnen de creatieve sector. in co-creatie met finse docenten en studenten gaan we samen dit gebied verkennen, kennis opbouwen en visie ontwikkelen. we doen samen interdisciplinair onderzoek naar hoe kunstenaars en ontwerpers ai kunnen gebruiken in hun creatieve en artistieke proces. we benaderen de mogelijke waarde van ai vanuit verschillende perspectieven: technologisch, performatief, fysiek, virtueel en ethisch, filosofisch en economisch. we ontwikkelen en delen kennis en wisselen best practices uit.",30,breda bosch,116,nlqf6,"analyseren en interpreteren van de rol en impact van ai op de creatieve industrie en hoe dit de positie van de maker beïnvloedt. 
 ontwikkelen en toepassen van strategieën om ai te integreren in het eigen creatieve proces, rekening houdend met ethische, sociale en culturele overwegingen. 
evalueren van bestaande ai-gestuurde projecten in de creatieve industrie en reflecteren op hun succes, uitdagingen en implicaties voor makers. 
ontwerpen, implementeren en presenteren van een eigen ai-gestuurd project dat aantoont hoe ai de positie van de maker in de creatieve industrie kan versterken.",ai creati sector makers origin ethiek perfor,0.89,448,1,23,2025-10-21,creati ai ai creati sector makers origin ethiek perfor ai creati sector makers origin ethiek perfor breda bosch
380,game change,seriou gaming impact maken nieuw techno state art aandac ethiek maatsc gamepi,"de impact incubator biedt creative makers, techneuten en ondernemers een plek om impact te maken, samen te werken en sociaal te ondernemen. dit doen we door serious games te ontwikkelen voor maatschappelijke doeleinden. het richt zich in bijzonder op studenten en afgestudeerden van avans , buas en curio. de impact incubator onderscheidt zich door in projectverband sociale en ecologische innovaties te realiseren in een quadruple helix samenwerking met gemeente, bedrijven, instellingen en bewoners","de impact incubator biedt creative makers, techneuten en ondernemers een plek om impact te maken, samen te werken en sociaal te ondernemen. dit doen we door serious games te ontwikkelen voor maatschappelijke doeleinden. het richt zich in bijzonder op studenten en afgestudeerden van avans , buas en curio. de impact incubator onderscheidt zich door in projectverband sociale en ecologische innovaties te realiseren in een quadruple helix samenwerking met gemeente, bedrijven, instellingen en bewoners",30,breda,123,nlqf6,"je leert de wereld van serious gaming kennen terwijl je werkt in een echte game pipeline samen et de leden van jouw guild( onderdeel pipeline) je leert toepassen binnen de begrenzing van data en performance, je leert in een pipeline samenwerken aan een eindresultaat terwijl je werkt aan authentieke opdrachten",seriou gaming impact maken nieuw techno state art aandac ethiek maatsc gamepi,0.71,355,1,29,2025-10-15,game change seriou gaming impact maken nieuw techno state art aandac ethiek maatsc gamepi seriou gaming impact maken nieuw techno state art aandac ethiek maatsc gamepi breda
381,innova manage creati leader,interv verand apprec inquir gedrag organi,"the minor innovation management and creative leadership explains innovation as the process of generating sustainable new products, services or business opportunities. however, it is not just the invention of a new idea that is important but also “bringing it onto the market”. we teach students to put the ideas into practice and exploit them in a manner that leads to successful entrepreneurial activities as well as a more sustainable future. this requires leadership and a creative approach.","the minor innovation management and creative leadership explains innovation as the process of generating sustainable new products, services or business opportunities. however, it is not just the invention of a new idea that is important but also “bringing it onto the market”. we teach students to put the ideas into practice and exploit them in a manner that leads to successful entrepreneurial activities as well as a more sustainable future. this requires leadership and a creative approach.",30,breda,121,nlqf6,"je gaat in deze minor in kleine projectgroepen bij een opdrachtgever uit de praktijk aan de slag. je onderzoekt het vraagstuk aan de hand van appreciative inquiry. je betrekt zoveel mogelijk stakeholders om te achterhalen wat er daadwerkelijk aan de hand is en wat eraan gedaan kan worden. je gaat experimenteren met de verschillende rollen van facilitator, onderzoeker en coach.
 

in de ondersteunende werkcolleges, coachmomenten, gastcolleges en trainingen staan volgende onderwerpen centraal:
psychologie en gedrag: motivatie en drijfveren, weerstand, betekenisgeven, groepsdynamica, leiderschap en gedragsbeïnvloeding.
organisatiekunde: cultuur, structuur en het proces van verandering.
jij als begeleider van veranderingen: interpersoonlijke communicatie, waarderend onderzoeken, ontwerpen van praktische werkvormen, procesadviseren en begeleiden van groepen.
appreciative inquiry: waarderende vragen stellen, ophalen van succesverhalen, het helpen vertalen van problemen in ambities, het concreet maken van veranderstappen.",interv verand apprec inquir gedrag organi,0.52,238,3,75,2025-10-14,innova manage creati leader interv verand apprec inquir gedrag organi interv verand apprec inquir gedrag organi breda
382,verand mensen,oud model econom groei,"als professional die veranderingsprocessen kan managen en interventies kan inzetten, ben je een gewaardeerd persoon in organisaties die dynamisch moeten reageren op de veranderende omgeving. met deze minor ontwikkel je je tot een professional die in staat is om succesvol veranderingen te begeleiden in organisaties.

 

met de minor ""veranderen is mensenwerk"" leer je hoe je veranderingsprocessen effectief kunt begeleiden. je krijgt inzicht in de psychologische en groepsdynamische processen. je ontwikkelt vaardigheden om de dynamiek van een organisatie te begrijpen en werkvormen toe te passen om in verbinding met mensen aan de slag te gaan. bovendien leer je hoe je met behulp van appreciative inquiry een organisatie kunt begeleiden bij een verandering. deze aanpak versterkt het vermogen en vertrouwen van de mensen in de organisatie, zodat zij gezamenlijk hun ambitie kunnen bereiken.

je werkt samen met studenten van andere opleidingen en hogescholen, een mooie interdisciplinaire ervaring.","als professional die veranderingsprocessen kan managen en interventies kan inzetten, ben je een gewaardeerd persoon in organisaties die dynamisch moeten reageren op de veranderende omgeving. met deze minor ontwikkel je je tot een professional die in staat is om succesvol veranderingen te begeleiden in organisaties.

 

met de minor ""veranderen is mensenwerk"" leer je hoe je veranderingsprocessen effectief kunt begeleiden. je krijgt inzicht in de psychologische en groepsdynamische processen. je ontwikkelt vaardigheden om de dynamiek van een organisatie te begrijpen en werkvormen toe te passen om in verbinding met mensen aan de slag te gaan. bovendien leer je hoe je met behulp van appreciative inquiry een organisatie kunt begeleiden bij een verandering. deze aanpak versterkt het vermogen en vertrouwen van de mensen in de organisatie, zodat zij gezamenlijk hun ambitie kunnen bereiken.

je werkt samen met studenten van andere opleidingen en hogescholen, een mooie interdisciplinaire ervaring.",30,bosch,119,nlqf6,ntb,oud model econom groei,0.53,483,5,36,2025-09-05,verand mensen oud model econom groei oud model econom groei bosch
383,living lab klein aarde,scenar schrij storyb charac design worldb concep art title design panel illust animat color editor graphi design art direct model produc,dit betreft de oude minor take back the economy; het huidige model van economische groei voldoet niet meer. welke alternatieven zijn er voorhanden en wat is daar voor nodig,dit betreft de oude minor take back the economy; het huidige model van economische groei voldoet niet meer. welke alternatieven zijn er voorhanden en wat is daar voor nodig,30,breda,118,nlqf6,"ideeën helder te krijgen en deze als maker tot een overtuigende vertelling te ontwikkelen.
je (technische en overige) vaardigheden bij de jouw gekozen rol verder te ontwikkelen.
een pitchpakket te produceren waarin verhaal, artwork, productieplan en prototype gecombineerd worden en dat professioneel te
verschillende vormen van beeldend en theoretisch onderzoek doen.
verantwoorde keuzes maken voor de meeste relevante uitingsvorm van je idee.
reflecteren op je artistieke en professionele positie.
in een studiosetting met een team samenwerken en je rol vinden.
productief omgaan met feedback van professionals.
werken met een grote mate van zelfstandigheid.",scenar schrij storyb charac design worldb concep art title design panel illust animat color editor graphi design art direct dmodel produc,0.77,126,4,29,2025-11-09,living lab klein aarde scenar schrij storyb charac design worldb concep art title design panel illust animat color editor graphi design art direct model produc scenar schrij storyb charac design worldb concep art title design panel illust animat color editor graphi design art direct dmodel produc breda
384,develo storyt,stopmo animat poppen bouwen schaal storyt,"deze minor van st. joost school of art & design draait om het uitontwikkelen van een concept in visual storytelling. hoe ontwikkel je een idee voor een graphic novel, story book, tv-serie, film of vr-ervaring, of zelfs iets wat op al deze platformen werkt? of het nu gaat om een fantasierijk eigen verhaal, een geëngageerd betoog, of een educatieve vertelling, je leert de kern van een verhaal goed en overtuigend te vertellen, in beeld te brengen en zodoende het idee naar een professioneel pitchpakket uit te werken. hoe maak je zo’n voorstel, waarin de combinatie van het verhaal, artwork, een productieplan en prototype laat zien dat het klaar is om gerealiseerd te worden?","deze minor van st. joost school of art & design draait om het uitontwikkelen van een concept in visual storytelling. hoe ontwikkel je een idee voor een graphic novel, story book, tv-serie, film of vr-ervaring, of zelfs iets wat op al deze platformen werkt? of het nu gaat om een fantasierijk eigen verhaal, een geëngageerd betoog, of een educatieve vertelling, je leert de kern van een verhaal goed en overtuigend te vertellen, in beeld te brengen en zodoende het idee naar een professioneel pitchpakket uit te werken. hoe maak je zo’n voorstel, waarin de combinatie van het verhaal, artwork, een productieplan en prototype laat zien dat het klaar is om gerealiseerd te worden?",30,bosch,120,nlqf6,"een verhaal te ontwerpen voor een stopmotionfilm met meerdere karakters.
storyboarding, kadrering en camerastandpunten gebruiken.
bouwtekeningen maken voor karakters en set.
animeerbare poppen te bouwen.
een set op schaal te ontwerpen en te bouwen.
experimenteren met animatie basisvaardigheden voor stopmotion.
uitlichten van je set (tabletop fotografie).
werken met een animatiecamera en het programma dragon frame.
je rol te onderzoeken in een team.
samenwerken in een team.
basis editing, nabewerking en geluidsmontage.",stopmo animat poppen bouwen schaal storyt,0.88,327,1,36,2025-09-26,develo storyt stopmo animat poppen bouwen schaal storyt stopmo animat poppen bouwen schaal storyt bosch
385,stopmo,graphi novel intera webtoo storyt illust,"in deze minor van st.joost school of art & design ga je in teamverband een stopmotion animatiefilm maken.

je onderzoekt je rol in het team van een stopmotion-productie en maakt samen een verhaal, waarin meerdere karakters een rol kunnen spelen. je maakt poppen en decor op schaal en maakt daarbij gebruik van de goed uitgeruste werkplaatsen van de academie (bijv. houtwerkplaats, 3d printshop). je volgt lessen animatie, ontdekt wat belangrijk is voor een verhaal in stopmotion en experimenteert met passend design en materiaalgebruik. samen met je team doorloop je het hele proces van storyboard tot opname en ten slotte tot première.

deze minor is voor studenten die houden van verhalen vertellen en van analoog werken en voor iedereen die het productieproces van een stopmotion-film wil doorlopen. en wanneer heb je nu de kans in je studie om een half jaar aan een animatie te werken?","in deze minor van st.joost school of art & design ga je in teamverband een stopmotion animatiefilm maken.

je onderzoekt je rol in het team van een stopmotion-productie en maakt samen een verhaal, waarin meerdere karakters een rol kunnen spelen. je maakt poppen en decor op schaal en maakt daarbij gebruik van de goed uitgeruste werkplaatsen van de academie (bijv. houtwerkplaats, 3d printshop). je volgt lessen animatie, ontdekt wat belangrijk is voor een verhaal in stopmotion en experimenteert met passend design en materiaalgebruik. samen met je team doorloop je het hele proces van storyboard tot opname en ten slotte tot première.

deze minor is voor studenten die houden van verhalen vertellen en van analoog werken en voor iedereen die het productieproces van een stopmotion-film wil doorlopen. en wanneer heb je nu de kans in je studie om een half jaar aan een animatie te werken?",30,breda,120,nlqf6,"in deze minor leer je een graphic novel te ontwikkelen, in een ontwerpproces van begin tot einde:

brainstormen op je eerste verhaalideeën.
je verhaalideeën uitwerken tot een concept.
een kort script schrijven op basis van je verhaalconcept.
een storyboard en thumbnails schetsen aan de hand van je script.
style sheets en character design ontwerpen.
pagina’s panellen tot één geheel.
in de eindproductie een aantal spreads uitwerken tot een volwaardig eindresultaat.
verder leer je de betekenis van characters, achtergronden (world building,) camera-standpunt, verhaallijn, kaders, kleurpalet, flow en lettering, establishing shot en cover design. en je leert hoe de uitvoering, lijnvoering, kleurgebruik, vormgeving en stijl bijdragen aan de tone of voice van de strip.",graphi novel intera webtoo storyt illust,0.88,288,4,79,2025-12-27,stopmo graphi novel intera webtoo storyt illust graphi novel intera webtoo storyt illust breda
386,graphi novel,creati writin storyt skill genre hybrid form visual art,"een graphic novel is een strip met een meer volwassen karakter, qua thematiek, gelaagdheid en verhaal en is soms fictief maar het kan ook (auto)biografisch van karakter zijn. je zou het als de literatuur-kant van het beeldverhaal kunnen zien, met échte verhalen over échte mensen die échte levens leiden in een échte wereld. je zult van een graphic-novel-personage zelden een reeks of een serie zoals bij de superhelden aantreffen.
in het programma van deze minor van st.joost school of art & design volg je de gehele ontwerpmethodiek van een graphic novel, van je eerste ideeën tot de uiteindelijke productie. je wordt begeleid door docenten van de kunstacademie st.joost. het accent in de begeleiding ligt op de kwaliteit en ontwikkeling van zowel het verhalende als de verbeeldende kant. ook moderne (online) vorm zoals de interactive graphic novel en webtoons komen aan bod.
je brengt een voorstel in de vorm van een idee, concept, of liefst al iets van een script en voorstudies, eventueel zelfs thumbnails voor je graphic novel mee. het kan een eigen verhaal zijn dat je wil vertellen in stripvorm, of een bestaand verhaal dat je aantrekkelijk vindt om te verbeelden. het kan gaan om zowel fictie- als non-fictie.","een graphic novel is een strip met een meer volwassen karakter, qua thematiek, gelaagdheid en verhaal en is soms fictief maar het kan ook (auto)biografisch van karakter zijn. je zou het als de literatuur-kant van het beeldverhaal kunnen zien, met échte verhalen over échte mensen die échte levens leiden in een échte wereld. je zult van een graphic-novel-personage zelden een reeks of een serie zoals bij de superhelden aantreffen.
in het programma van deze minor van st.joost school of art & design volg je de gehele ontwerpmethodiek van een graphic novel, van je eerste ideeën tot de uiteindelijke productie. je wordt begeleid door docenten van de kunstacademie st.joost. het accent in de begeleiding ligt op de kwaliteit en ontwikkeling van zowel het verhalende als de verbeeldende kant. ook moderne (online) vorm zoals de interactive graphic novel en webtoons komen aan bod.
je brengt een voorstel in de vorm van een idee, concept, of liefst al iets van een script en voorstudies, eventueel zelfs thumbnails voor je graphic novel mee. het kan een eigen verhaal zijn dat je wil vertellen in stripvorm, of een bestaand verhaal dat je aantrekkelijk vindt om te verbeelden. het kan gaan om zowel fictie- als non-fictie.",30,breda,120,nlqf6,"you will establish a practice of writing:

you will learn how to step over the blank page.
how to resource materials for story building.
you will learn and apply editing to your and others projects.
how to develop the right tools for your work.
you will learn how to give feedback and reflect on your process.

you will learn how the editing process is an integral to your practice.",creati writin storyt skill genre hybrid form visual art,0.81,136,1,39,2025-11-07,graphi novel creati writin storyt skill genre hybrid form visual art creati writin storyt skill genre hybrid form visual art breda
